Post_ID,Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_rate,Day,Month,Virality_Score
Post_80,2023-11-06,Twitter,1,Shorts,Japan,3994554,241425,99422,41307,High,0.09566875300721933,Monday,11,0.03619933539514048
Post_81,2022-07-31,Instagram,1,Shorts,India,4290853,211176,66264,14337,Medium,0.06799976601389048,Sunday,7,0.02653164767005535
Post_82,2023-08-06,Instagram,1,Live Stream,Australia,284772,338933,22771,18899,Low,1.336518337476999,Sunday,8,0.5213342603907687
Post_83,2022-08-09,Instagram,1,Live Stream,Japan,4637078,219517,5831,32657,Low,0.05563956439809725,Tuesday,8,0.02084730944788938
Post_84,2023-03-29,Instagram,1,Shorts,Brazil,3315125,62336,79392,42892,High,0.055690207759888394,Wednesday,3,0.019688428038158443
Post_85,2023-10-28,Twitter,1,Shorts,Brazil,4357287,106179,4262,12978,Medium,0.02832473509318987,Saturday,10,0.010734202268521675
Post_86,2022-10-05,TikTok,1,Shorts,Canada,907386,52457,77192,32870,High,0.17910679688688166,Wednesday,10,0.06439773150566573
Post_87,2022-12-28,Twitter,1,Post,India,1908555,194688,34182,3500,High,0.12175179651621253,Wednesday,12,0.04833394898234528
Post_88,2022-12-27,Twitter,1,Post,Japan,3074269,18233,37713,28599,Medium,0.027500846542706577,Tuesday,12,0.00913979876191706
Post_89,2022-10-08,YouTube,1,Post,Brazil,4067125,190686,12963,11560,High,0.05291428220180103,Saturday,10,0.020597252358853
Post_90,2022-03-21,YouTube,1,Reel,Japan,1173157,137342,95328,47250,Low,0.23860404020945195,Monday,3,0.08738642824447197
Post_91,2023-07-12,TikTok,1,Reel,Germany,2141884,23466,66627,40003,High,0.0607390502940402,Wednesday,7,0.02056031045565493
Post_92,2022-07-08,Twitter,1,Post,India,4567233,66980,96596,49121,Low,0.046570210015560845,Friday,7,0.01647706609231454
Post_93,2022-03-11,Twitter,1,Post,UK,506074,69145,31191,43362,Low,0.2839466165027249,Friday,3,0.09644202231294238
Post_94,2023-03-20,YouTube,1,Tweet,UK,3210080,195970,75414,4473,High,0.08593461845187658,Monday,3,0.03409516273737727
Post_95,2022-07-21,TikTok,1,Video,Germany,128472,444670,64311,7956,Medium,4.023732797808083,Thursday,7,1.5971075409427735
Post_96,2023-04-14,TikTok,1,Reel,India,1347102,274212,15298,28342,High,0.2359524371576911,Friday,4,0.09017312720194907
Post_97,2022-10-22,TikTok,1,Live Stream,UK,92085,176687,5641,22316,Medium,2.2223380572297335,Saturday,10,0.8404669598740294
Post_98,2022-12-18,TikTok,1,Post,Australia,3843536,90333,10903,30677,Medium,0.03432074006852024,Sunday,12,0.012132005528242744
Post_99,2022-12-06,Instagram,1,Reel,Germany,965073,263310,39207,27324,High,0.34177829034694784,Tuesday,12,0.13104873931816557
Post_100,2023-05-20,YouTube,1,Post,Canada,3096420,364521,73308,29082,Low,0.1507905904237797,Saturday,5,0.05843780882438429
Post_101,2023-10-15,YouTube,1,Tweet,Germany,2723916,1349,81918,11870,High,0.034926554269661764,Sunday,10,0.013099082350557067
Post_102,2022-09-01,TikTok,1,Live Stream,UK,2249678,46464,83075,5710,Medium,0.06011927040225312,Thursday,9,0.023540079958109562
Post_103,2022-07-22,Twitter,1,Shorts,Germany,3311289,352538,55203,5369,Medium,0.12475806249469618,Friday,7,0.04957894040659091
Post_104,2023-05-24,Instagram,1,Tweet,India,3588997,241125,65026,30917,Medium,0.09391704701898608,Wednesday,5,0.035843941914690924
Post_105,2023-04-17,Instagram,1,Post,Japan,13562,11483,33641,30457,Medium,5.572998082878631,Monday,4,1.780047190679841
Post_106,2022-07-10,Twitter,1,Live Stream,USA,3926751,302919,49216,30399,Low,0.09741743237602792,Sunday,7,0.037418670040448195
Post_107,2022-06-13,YouTube,1,Tweet,UK,2750317,59766,75524,27938,High,0.05934879506616873,Monday,6,0.021707897671432056
Post_108,2023-06-26,TikTok,1,Reel,Germany,4655757,383024,45530,48504,Medium,0.10246625844089371,Monday,6,0.03890288947640523
Post_109,2023-10-19,Instagram,1,Video,USA,4844012,452777,44862,23870,High,0.10766055079962643,Thursday,10,0.04207867362838903
Post_110,2023-08-06,Twitter,1,Video,USA,3868789,188191,4660,26605,Medium,0.05672472703990836,Sunday,8,0.02131452503612888
Post_111,2022-11-15,Twitter,1,Tweet,Australia,2517364,418305,51641,34605,High,0.2004283051636553,Tuesday,11,0.07742201763431907
Post_112,2022-12-18,Instagram,1,Video,Brazil,1994041,310266,87995,40217,Medium,0.21989417469349928,Sunday,12,0.08392395141323575
Post_113,2022-05-18,TikTok,1,Shorts,Australia,1402998,241244,56779,14849,High,0.22300245616886125,Wednesday,5,0.08708422962826748
Post_114,2022-11-05,YouTube,1,Live Stream,Brazil,702950,17361,62405,10538,Low,0.12846432889963724,Saturday,11,0.04838750978021197
Post_115,2022-07-17,Instagram,1,Tweet,Canada,1599554,364748,16705,8949,High,0.24406928431300226,Sunday,7,0.09650877682153901
Post_116,2022-05-22,TikTok,1,Post,Australia,4600976,443617,98343,18038,High,0.12171287135599056,Sunday,5,0.04790105403723037
Post_117,2023-04-30,Twitter,1,Shorts,USA,2495410,213884,16804,17614,Low,0.09950348840471104,Sunday,4,0.03838968345883042
Post_118,2023-04-05,TikTok,1,Video,Germany,1838563,289125,77191,27066,High,0.21396166462612376,Wednesday,4,0.08264040992884117
Post_119,2022-05-25,YouTube,1,Shorts,India,2920650,416403,56902,2675,Low,0.16297057161933132,Wednesday,5,0.0650050502456645
Post_120,2023-09-14,TikTok,1,Video,Germany,1772623,361245,30503,13260,Low,0.22847949056285516,Thursday,9,0.08989570822447865
Post_121,2023-10-01,Instagram,1,Shorts,Australia,2484315,101605,80028,36281,High,0.0877159297432089,Sunday,10,0.032165566765889185
Post_122,2022-07-30,YouTube,1,Live Stream,India,4927173,22341,38730,42476,Medium,0.02101549915133891,Saturday,7,0.006682046682752971
Post_123,2022-10-18,TikTok,1,Video,UK,3924183,283030,30676,43977,Low,0.09114839955221253,Tuesday,10,0.03421802703900404
Post_124,2022-09-10,Instagram,1,Post,USA,4646060,21362,31562,19778,Medium,0.015648097527797746,Saturday,9,0.005407850953280845
Post_125,2022-12-12,YouTube,1,Video,USA,3901900,20166,30661,25363,Low,0.019526384581870372,Monday,12,0.006510520515646224
Post_126,2022-10-20,Instagram,1,Video,Japan,962137,319381,69098,38387,Low,0.4436644677421199,Thursday,10,0.1694862581939994
Post_127,2023-05-20,TikTok,1,Video,Germany,3859007,277223,81798,46985,Medium,0.1052099672273204,Saturday,5,0.0396489044979706
Post_128,2023-02-15,Twitter,1,Shorts,UK,3837223,140163,85932,40674,Medium,0.06952137001159432,Wednesday,2,0.025688577390472225
Post_129,2022-11-11,Instagram,1,Post,UK,1029488,449148,87211,35005,High,0.5549982127037906,Friday,11,0.21519881727616058
Post_130,2022-04-18,Twitter,1,Post,Germany,879364,232290,7501,23547,Low,0.29946415818705335,Monday,4,0.11443020182768454
Post_131,2023-10-22,TikTok,1,Live Stream,USA,4828597,131837,43770,9395,Low,0.0383138207640853,Sunday,10,0.01493638835462972
Post_132,2023-02-24,YouTube,1,Video,India,3487375,107303,83451,45313,High,0.06769188859815764,Friday,2,0.024478067314240657
Post_133,2023-01-14,TikTok,1,Tweet,India,3418884,311286,82479,7832,High,0.1174643538651794,Saturday,1,0.04652758034493127
Post_134,2023-10-06,YouTube,1,Reel,Brazil,1337059,318166,72711,32791,High,0.3168655983019448,Friday,10,0.1218412949615537
Post_135,2023-07-25,TikTok,1,Live Stream,Canada,707841,133933,46058,45912,High,0.3191437060017716,Tuesday,7,0.11468507758098218
Post_136,2022-04-30,TikTok,1,Shorts,Australia,1851460,345987,13274,43872,Low,0.21773789333823038,Saturday,4,0.08235597852505591
Post_137,2022-10-08,Instagram,1,Tweet,Canada,1438248,223413,84930,42774,Low,0.24412827273182372,Saturday,10,0.0917032389407112
Post_138,2023-02-02,Instagram,1,Live Stream,Brazil,4027409,80497,44156,14597,Medium,0.03457557948547069,Thursday,2,0.013105348873183728
Post_139,2023-04-16,Instagram,1,Video,India,3488909,443844,19877,22056,Low,0.1392346432652729,Sunday,4,0.054429507906339776
Post_140,2022-12-23,TikTok,1,Video,USA,1089083,150418,45387,25632,Medium,0.20332426454182095,Friday,12,0.07662262655830639
Post_141,2023-09-20,TikTok,1,Live Stream,Germany,682046,480038,71997,18117,High,0.8359436167062045,Wednesday,9,0.3290649017808183
Post_142,2022-11-28,YouTube,1,Live Stream,Brazil,4849297,86843,16843,14705,Low,0.024414054243326405,Monday,11,0.009159142036464256
Post_143,2022-02-24,Instagram,1,Tweet,USA,4283565,107901,84854,4738,Low,0.04610482156801636,Thursday,2,0.01822071101990982
Post_144,2023-10-04,Twitter,1,Shorts,India,50082,70708,277,25036,Low,1.9172756679046363,Wednesday,10,0.6669302344155584
Post_145,2023-02-05,Twitter,1,Post,USA,3940355,82304,68754,15897,Low,0.04237054783135022,Sunday,2,0.0161413375190814
Post_146,2022-04-08,Instagram,1,Reel,Canada,964498,194879,76029,34998,High,0.31716602833805774,Friday,4,0.11960916456021684
Post_147,2023-02-13,TikTok,1,Shorts,UK,636824,363548,17456,8176,Low,0.6111264650829743,Monday,2,0.2418828436114217
Post_148,2022-05-31,TikTok,1,Reel,India,4179125,94325,72341,7328,Low,0.04163407411838602,Tuesday,5,0.01630293422666228
Post_149,2022-05-29,Instagram,1,Video,Brazil,1292958,95304,3716,44880,Low,0.11129518514909224,Sunday,5,0.03757585319863445
Post_150,2023-04-24,Instagram,1,Reel,UK,4103477,75909,5645,4052,Low,0.020861820353812146,Monday,4,0.00814723708698745
Post_151,2022-03-01,Twitter,1,Reel,Germany,3529777,68367,38326,879,High,0.03047557961876912,Tuesday,3,0.012140427001479132
Post_152,2023-03-28,Instagram,1,Reel,USA,4593170,34210,33344,11022,Low,0.017107139513669208,Tuesday,3,0.006362925822471191
Post_153,2022-07-09,TikTok,1,Shorts,Brazil,3251679,498580,96093,9968,Medium,0.18594732136843767,Saturday,7,0.07376582989895375
Post_154,2023-04-22,Instagram,1,Shorts,Canada,41081,319140,6541,23057,Low,8.48903385993525,Saturday,4,3.283362138214746
Post_155,2023-03-06,Twitter,1,Shorts,Canada,2127698,193956,14856,32442,Medium,0.11338733222478002,Monday,3,0.04230543996375425
Post_156,2023-05-02,YouTube,1,Shorts,Australia,4765117,177035,49884,46238,Medium,0.05732430074644547,Tuesday,5,0.020989033427720665
Post_157,2022-09-13,Twitter,1,Reel,India,2114283,462542,14404,37153,Low,0.2431552445911924,Tuesday,9,0.09374762035167479
Post_158,2022-10-20,YouTube,1,Reel,Canada,4391275,392281,14429,27404,High,0.09885830425104326,Thursday,10,0.0382952103887823
Post_159,2022-12-02,TikTok,1,Post,India,1246500,471547,15048,40514,High,0.42287123947051747,Friday,12,0.1626480545527477
Post_160,2023-01-22,Twitter,1,Tweet,Germany,4555977,1087,23157,12611,Medium,0.008089373585511955,Sunday,1,0.002682146990645475
Post_161,2022-07-26,Twitter,1,Tweet,India,400424,56569,59897,49341,Medium,0.4140785767086888,Tuesday,7,0.1409870537230536
Post_162,2022-02-08,Instagram,1,Video,Brazil,3201846,335416,50986,16715,High,0.12590143311077423,Tuesday,2,0.0493164880509556
Post_163,2023-01-26,TikTok,1,Video,Germany,102418,107650,94514,26548,Medium,2.23312308383292,Thursday,1,0.8414067839637565
Post_164,2023-06-24,Twitter,1,Tweet,Australia,4253909,448284,39383,32995,Low,0.12239613024162012,Saturday,6,0.047407173026033235
Post_165,2022-06-12,TikTok,1,Live Stream,Australia,1551922,47511,7404,25497,Low,0.05181445974733266,Sunday,6,0.0174399228827222
Post_166,2022-04-07,YouTube,1,Post,Germany,3587143,430347,96428,42640,Medium,0.15873774756122072,Thursday,4,0.06111771958909919
Post_167,2022-07-13,Instagram,1,Video,USA,2252593,61466,13181,29007,High,0.04601541423594942,Wednesday,7,0.01583073373663152
Post_168,2023-04-06,YouTube,1,Video,Australia,2547290,382792,78654,30532,Medium,0.19313780527541033,Thursday,4,0.07485790781575714
Post_169,2023-10-30,YouTube,1,Reel,USA,2946297,223304,83502,10855,Low,0.10781703270240577,Monday,10,0.04238995593451713
Post_170,2023-01-24,Twitter,1,Video,India,4459268,356292,52389,33857,Low,0.09924005464574007,Tuesday,1,0.03817752151249936
Post_171,2022-10-28,Instagram,1,Live Stream,Australia,1630617,435112,71742,49750,High,0.3413456378781774,Friday,10,0.13043627044241538
Post_172,2022-05-08,Instagram,1,Live Stream,USA,4709770,389553,55435,16799,Medium,0.09804873698715648,Sunday,5,0.03850612662614098
Post_173,2023-04-25,Instagram,1,Tweet,Australia,2275387,271817,72208,27046,High,0.1630803902808621,Tuesday,4,0.06285489017912119
Post_174,2023-12-25,TikTok,1,Tweet,Brazil,2784320,373955,22997,15361,High,0.14808391276864727,Monday,12,0.05813017181933111
Post_175,2023-05-19,Twitter,1,Tweet,USA,3674194,19972,97555,24310,Medium,0.038603568564969624,Friday,5,0.014118144006549465
Post_176,2023-11-27,YouTube,1,Post,UK,2126429,36274,51278,44234,Medium,0.06197526463380625,Monday,11,0.0206297036016721
Post_177,2022-11-15,YouTube,1,Shorts,USA,1598712,280260,58128,4485,High,0.21446827195892693,Tuesday,11,0.08522623211685408
Post_178,2022-11-21,Twitter,1,Video,Australia,3464211,115302,63150,37858,Medium,0.062441346673167426,Monday,11,0.022790875036191503
Post_179,2022-10-27,Twitter,1,Reel,UK,1519290,495937,13211,49107,Low,0.367444661651166,Thursday,10,0.1405133977055072
Post_180,2022-10-05,Instagram,1,Tweet,Canada,4888613,414422,11933,23903,High,0.09210342483645156,Wednesday,10,0.035863464749613036
Post_181,2022-02-18,Twitter,1,Shorts,USA,3712060,302466,63802,49953,Low,0.11212668976255771,Friday,2,0.042159286218433976
Post_182,2023-09-19,Instagram,1,Reel,UK,4003071,22251,13517,13392,Low,0.012280571591160886,Tuesday,9,0.0042431423274780795
Post_183,2022-01-10,Instagram,1,Video,Germany,681752,197632,98860,19379,High,0.46332243983149296,Monday,1,0.1796439174362525
Post_184,2022-11-27,Instagram,1,Shorts,Germany,4684548,122401,82864,42106,Low,0.052805734939635585,Sunday,11,0.01932463921812734
Post_185,2022-11-25,Instagram,1,Video,UK,3916842,292224,72417,38211,High,0.10285122555364755,Friday,11,0.03918937756488519
Post_186,2022-08-09,TikTok,1,Reel,UK,798887,326922,87308,21689,Medium,0.5456578965485732,Tuesday,8,0.212833354404315
Post_187,2022-12-19,Twitter,1,Video,Australia,688077,243607,79071,12078,High,0.48650950402353227,Monday,12,0.1910931480052378
Post_188,2022-08-21,Twitter,1,Reel,Japan,1520250,214233,80,10917,Medium,0.14815326426574577,Sunday,8,0.057825094556816316
Post_189,2023-05-11,TikTok,1,Post,Australia,496652,106618,64875,44200,High,0.43429403284392293,Thursday,5,0.15591842980598086
Post_190,2022-07-25,TikTok,1,Reel,India,479620,337321,99486,26524,Medium,0.9660376965097369,Monday,7,0.3753546557691505
Post_191,2022-01-27,YouTube,1,Reel,USA,4221739,291223,61415,44293,Low,0.09402073410980641,Thursday,1,0.03550996402193504
Post_192,2023-08-18,Twitter,1,Live Stream,Brazil,4425196,324343,33641,22289,High,0.0859335948057442,Friday,8,0.03336607011305262
Post_193,2023-12-14,Instagram,1,Shorts,UK,4236960,259668,86293,16169,Low,0.08546929874249462,Thursday,12,0.03342448359200937
Post_194,2023-08-31,TikTok,1,Reel,India,2488223,177673,86535,39991,Low,0.12225552130978615,Thursday,8,0.045687786022394296
Post_195,2023-11-22,YouTube,1,Live Stream,UK,2809035,359231,78623,27822,Medium,0.1657779272953167,Wednesday,11,0.06433027712363855
Post_196,2022-11-03,YouTube,1,Shorts,Brazil,444252,398838,7767,19133,High,0.9583254549219812,Thursday,11,0.37471660228879106
Post_197,2022-07-21,Instagram,1,Reel,India,907575,42770,5219,47956,Low,0.10571578106492577,Thursday,7,0.031718370382613006
Post_198,2022-06-02,TikTok,1,Post,Canada,2440215,199343,53628,10359,Medium,0.1079126224533494,Thursday,6,0.04231602543218528
Post_199,2023-09-20,TikTok,1,Shorts,USA,3982001,131915,64092,22170,Medium,0.05479079487925794,Wednesday,9,0.0208028074327455
Post_200,2023-06-12,Twitter,1,Reel,Brazil,3802724,457464,83495,19409,High,0.1473596295708024,Monday,6,0.057923057261058127
Post_201,2023-10-07,YouTube,1,Shorts,Australia,3049554,441149,46483,36909,Low,0.17200580806242485,Saturday,10,0.06638170696436266
Post_202,2022-07-14,YouTube,1,Video,Germany,3186810,312491,66586,7390,Medium,0.12127080058114541,Thursday,7,0.048044533561774946
Post_203,2022-09-20,YouTube,1,Live Stream,Australia,810296,77866,87591,41350,High,0.25522401690246527,Tuesday,9,0.09188345987145438
Post_204,2023-07-22,Twitter,1,Post,UK,4459224,957,54290,47674,High,0.023080473194439212,Saturday,7,0.007093969713116004
Post_205,2023-01-03,Instagram,1,Post,USA,741152,226355,58251,46227,High,0.44637672164414316,Tuesday,1,0.1660763244246794
